Data from Cn-i2_Reflection_14-55-48-488.txt Node
Date: Tue Aug 16 14:55:48 CEST 2022
User: IDIV
Spectrometer: FLMS14958
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 2
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
179.491	106.32
179.869	93.85
180.247	91.9
180.625	249.82
181.003	1004.59
181.381	124.09
181.759	223.3
182.136	-115.44
182.514	-49.73
182.892	-33.67
183.27	23.71
183.647	266.65
184.025	-269.65
184.403	-309.79
184.78	574.4
185.158	190.14
185.536	-57.86
185.913	-1533.72
186.291	21.55
186.668	100.35
187.046	30.05
187.423	-142.77
187.801	-2.29
188.178	-26.09
188.556	-10.36
188.933	-14.36
189.31	0.51
189.688	-11.32
190.065	0.27
190.442	1.6
190.82	16.12
191.197	22.16
191.574	33.02
191.951	34.85
192.329	32.33
192.706	18.44
193.083	10.57
193.46	-4.54
193.837	0.91
194.214	3.74
194.591	27.97
194.968	36.9
195.345	46.64
195.722	43.52
196.099	30.58
196.476	17.96
196.853	5
197.23	1.45
197.607	0.33
197.984	14.83
198.36	24.48
198.737	36.88
199.114	34.69
199.491	37.74
199.867	33.37
200.244	36.6
200.621	21.74
200.997	9.87
201.374	6.37
201.75	2.71
202.127	-12.87
202.504	-2.73
202.88	5.44
203.257	22.63
203.633	28.88
204.01	37.55
204.386	35.87
204.762	42.1
205.139	19.88
205.515	21.96
205.891	6.65
206.268	16.2
206.644	21.26
207.02	18.01
207.396	8.29
207.773	11.76
208.149	19.62
208.525	18.17
208.901	32.54
209.277	33.2
209.653	32.23
210.029	17.34
210.405	13.72
210.781	5.3
211.157	8.44
211.533	11.96
211.909	14.58
212.285	16.11
212.661	16.66
213.037	23.01
213.413	19.46
213.789	28.42
214.164	20.34
214.54	22.43
214.916	21.1
215.292	30.34
215.667	22.37
216.043	29.86
216.419	33.84
216.794	26.81
217.17	28.48
217.545	23.95
217.921	16.94
218.296	15.07
218.672	21.64
219.047	9.96
219.423	18.09
219.798	25.47
220.174	22.8
220.549	21.95
220.924	31.92
221.3	25.72
221.675	22.62
222.05	25.8
222.425	18.34
222.801	21.35
223.176	24.76
223.551	27.24
223.926	19.55
224.301	22.81
224.676	13.94
225.051	14.26
225.426	2.68
225.801	13.14
226.176	8.93
226.551	12.28
226.926	8.83
227.301	15.58
227.676	12.65
228.051	11.53
228.426	10.99
228.801	10.73
229.175	9.7
229.55	7.66
229.925	9.74
230.3	10.12
230.674	11.26
231.049	12.86
231.424	14.01
231.798	12.94
232.173	11.81
232.547	10.53
232.922	8.29
233.296	8.25
233.671	10.63
234.045	12.03
234.42	11.8
234.794	11.24
235.168	10.21
235.543	8.34
235.917	5.67
236.291	5.11
236.666	6.91
237.04	9.47
237.414	9.02
237.788	9.52
238.162	10.52
238.537	9.31
238.911	7.24
239.285	7.23
239.659	7.6
240.033	6.58
240.407	7.45
240.781	8.24
241.155	8.22
241.529	8.31
241.903	8.3
242.277	7.5
242.65	7.02
243.024	6.92
243.398	6.57
243.772	6.69
244.146	6.19
244.519	6.23
244.893	6.24
245.267	6.85
245.64	6.61
246.014	7.01
246.387	6.65
246.761	6.25
247.135	5.99
247.508	5.73
247.882	5.86
248.255	5.79
248.628	5.9
249.002	5.8
249.375	5.97
249.749	5.86
250.122	6.14
250.495	5.91
250.868	6.01
251.242	5.75
251.615	5.89
251.988	5.36
252.361	5.45
252.734	5.83
253.107	5.73
253.481	5.61
253.854	5.83
254.227	5.69
254.6	5
254.973	5.74
255.346	5.66
255.718	5.83
256.091	6.13
256.464	6.81
256.837	6.67
257.21	6.13
257.583	5.32
257.955	5.04
258.328	4.72
258.701	4.59
259.074	4.62
259.446	4.76
259.819	4.92
260.191	4.73
260.564	4.67
260.936	4.67
261.309	4.7
261.681	4.43
262.054	4.53
262.426	4.4
262.799	4.51
263.171	4.67
263.543	5.3
263.916	5.71
264.288	6.15
264.66	6.18
265.033	6.07
265.405	5.99
265.777	5.48
266.149	5.32
266.521	5.33
266.893	5.54
267.265	5.4
267.637	5.43
268.009	5.23
268.381	5.14
268.753	4.93
269.125	4.72
269.497	4.75
269.869	5.13
270.241	5.05
270.613	5.15
270.985	5.36
271.356	5.27
271.728	5.11
272.1	5.01
272.471	4.84
272.843	4.8
273.215	4.91
273.586	4.82
273.958	5.11
274.329	5.33
274.701	5.5
275.072	5.08
275.444	4.93
275.815	5.07
276.187	4.75
276.558	4.63
276.929	4.95
277.301	5.09
277.672	4.81
278.043	5.1
278.415	5.16
278.786	5.26
279.157	5.61
279.528	5.84
279.899	5.59
280.27	5.62
280.641	5.62
281.012	5.29
281.383	5.02
281.754	5.03
282.125	4.86
282.496	4.97
282.867	5.13
283.238	5.12
283.609	5.16
283.98	4.91
284.35	4.63
284.721	4.59
285.092	4.46
285.462	4.68
285.833	4.79
286.204	4.74
286.574	4.66
286.945	4.82
287.315	4.69
287.686	4.72
288.056	5.14
288.427	4.97
288.797	4.92
289.168	4.67
289.538	4.47
289.908	4.04
290.279	4.24
290.649	3.98
291.019	4.1
291.39	4.25
291.76	4.15
292.13	3.96
292.5	4.36
292.87	4.16
293.24	4.09
293.61	4.31
293.98	4.3
294.35	4.2
294.72	4.1
295.09	4.26
295.46	3.98
295.83	4
296.2	3.93
296.57	4.09
296.939	3.99
297.309	3.87
297.679	3.94
298.049	3.94
298.418	3.87
298.788	3.84
299.158	4.19
299.527	4.09
299.897	3.96
